Tarifpunkt,IBNR,Bahnhofstatus,Verbund,Regionen,Gleichstellung zu beachten
Tauberbischofsheim,5827,NAST,VRN,468,*
Tauberfeld,5828,NAST,,314,
Taucha(Leipzig),13093,NAST,MDV,433,
Taufkirchen,5831,NAST,MVV,264,*
Tautenhain,13095,NAST,MDV,481,
Teicha,13097,NAST,MDV,462,
Teichland,12445,NAST,VBB,449,
Teisendorf,5833,NAST,,55,
Teisnach,5840,NAST,WBV,107,
Teisnach R&S,5839,NAST,WBV,107,
Telgte,5834,NAST,VGM,463,
Teltow,13100,NAST,VBB,1118,
Teltow Stadt,13107,NAST,VBB,1118,
Temmels,5835,NAST,VRT,186,
Templin,10347,NAST,VBB,316,
Templin-Ahrensdorf,13102,NAST,VBB,316,
Templin Stadt,10117,NAST,VBB,316,
Teningen-Mundingen,5836,NAST,RVF,29,
Teschenhagen,13104,NAST,,1091,
Teschow,13105,NAST,VVW,1212,
Tessin,13106,NAST,VVW,1236,
Tessin West,13101,NAST,VVW,1236,
Teterow,10348,NAST,VVW,395,
Teuchern,10349,NAST,MDV,342,
Teutschenthal,13110,NAST,MDV,1042,
Teutschenthal Ost,13111,NAST,MDV,1042,
Thale Hbf,13112,NAST,,1054,
Thaleischweiler-Fr.,5843,NAST,VRN,253,
Thale Musestieg,13125,NAST,,1054,
Thalfingen(b Ulm),5845,NAST,DIN,115,
Thalheim(Erzgeb),13113,NAST,VMS,33,
Thalheim(Erzgeb)Mit.,13117,NAST,VMS,33,
Thalkirchdorf,5847,NAST,BOD,412,
Thann-Matzbach,5852,NAST,,264,
Thansüß,5855,NAST,VGN,569,
Tharandt,13114,NAST,VVO,426,
Thayngen,5856,NAST,,606,
Theisbergstegen,5857,NAST,,194,
Theißen,13115,NAST,MDV,342,
Themar,10350,AST,,"1312,5",
Thermalbad Wiesenbad,13116,NAST,VMS,1361,
Thesdorf,5858,NAST,HVV,488,*
Thiergarten(Hohenz),5860,NAST,NAL,399,
Thiersheim,5861,NAST,VGN,145,
Thüngersheim,5864,NAST,VVM,17,
Thür,5865,NAST,,222,
Thurnau,5866,NAST,VGN,145,
Thyrow,13123,NAST,VBB,1173,
Tiebensee,5867,NAST,SHT,22,
Tiefenau,13124,NAST,VVO,1137,
Tiengen(Hochrhein),5871,NAST,WTV,330,
Timmendorfer Strand,5874,NAST,SHT,304,
Tirschenreuth,5875,NAST,VGN,153,
Titisee,5876,NAST,RVF,21,
Tittling Markt,5877,NAST,VLP,117,
Tittmoning-Wiesmühl,6422,NAST,,49,
Todtnau,5881,NAST,RVL,26,
Toender(Gr),1451,NAST,,667,
Töging(Inn),5883,NAST,,309,
Tönning,5885,NAST,SHT,1,
Töppeln,13129,NAST,VMT,1306,
Torgau,10351,NAST,MDV,1089,
Torgelow,13131,NAST,,1003,
Tornesch,5887,NAST,HVV,488,
Tostedt,5888,NAST,HVV,39,
Trabitz,5890,NAST,,314,
Trais-Horloff,5891,NAST,RMV,325,
Trasadingen,5892,NAST,,330,
Traundorf,5893,NAST,,140,
Traunreut,5894,NAST,,49,*
Traunstein,116,AST,,"49,7,55,140,318",
Traunstein Klinikum,5873,NAST,,49,
Trebbin,13137,NAST,VBB,1173,
Treben-Lehma,13138,NAST,MDV,1037,
Trebgast,5895,NAST,VGN,237,
Trebnitz(Mark),13141,NAST,VBB,1034,
Trechtingshausen,5896,NAST,RNN,315,
Treis-Karden,3179,NAST,VRM,296,
Treuchtlingen,122,HAST,VGN,"6,406,314",
Treuen,13144,NAST,VVV,403,
Treuenbrietzen,13145,NAST,VBB,1111,
Treuenbrietzen Süd,13146,NAST,VBB,1111,
Treysa,129,AST,NVV,"217,284",
Triangel,5901,NAST,VRB,365,
Triberg,5902,NAST,VSB,206,
Triebes,13150,NAST,,268,
Triefenried,5903,NAST,WBV,107,
Trier Hbf,134,HAST,VRT,"296,186",*
Trier Mäusheckerweg,5904,NAST,VRT,296,*
Trier Süd,5905,NAST,VRT,186,*
Triesdorf,5907,NAST,VGN,6,
Triptis,10352,AST,VMT,"1323,268",
Trochtelfingen,5914,NAST,NAL,399,
Trochtelfingen(Bopf),5908,NAST,OAM,2,
Trochtelfingen Alb,5915,NAST,NAL,399,
Troisdorf,135,AST,VRS,"90,124",
Trompet,5910,NAST,VRR,166,*
Trossingen Bahnhof,5911,NAST,VVR,206,
Trossingen Stadt,5913,NAST,TUT,206,
Tröstau,5909,NAST,VGN,145,
Tröstau-Vordorf,397,NAST,VGN,145,
Trostberg,5912,NAST,,49,
Tübingen-Derending.,5917,NAST,NAL,399,*
Tübingen Hbf,141,AST,NAL,"547,470,399",*
Tübingen-Lustnau,5918,NAST,NAL,547,*
Tübingen West,5916,NAST,NAL,470,*
Tulling,5924,NAST,MVV,264,
Türkenfeld,5920,NAST,MVV,650,
Türkheim(Bay)Bf,144,NAST,,413,
Türkheim(Bay)Markt,5921,NAST,,413,
Türkismühle,154,AST,SVV,"437,381",
Tüßling,5923,NAST,,49,
Tuttlingen,163,HAST,TUT,"200,201,206,399",
Tuttlingen Gänsäck,5946,NAST,TUT,201,*
Tuttlingen Nord,5926,NAST,TUT,399,*
Tuttlingen Schulen,5925,NAST,TUT,206,*
Tuttlingen Zentrum,5936,NAST,TUT,399,*
Tutzing,5927,NAST,MVV,91,
Twiste,5928,NAST,NVV,476,
Twistringen,5929,NAST,VBN,389,
Übach-Palenberg,5935,NAST,AVV,299,
Ubbedissen,5930,NAST,OWL,106,*
Überlingen,5942,NAST,BOD,485,
Überlingen-Nußdorf,5943,NAST,BOD,485,
Überlingen Therme,5937,NAST,BOD,485,
Übersee,5940,NAST,,318,
Ubstadt,5938,NAST,KVV,108,
Ubstadt-Weiher,5931,NAST,KVV,428,
Uchtspringe,13158,NAST,,1030,
Uder,13159,NAST,,1321,
Üdingen,5951,NAST,,65,
Uebigau,13160,NAST,VBB,1158,
Ueckermünde,13162,NAST,,1003,
Ueckermünde Stadthf,13156,NAST,,1003,*
Uelzen,168,HAST,,"390,379,365,382",
Uffenheim,5947,NAST,VGN,92,
Uffing a Staffelsee,5948,NAST,,125,
Uhingen,5949,NAST,VVS,549,
Uhldingen-Mühlhofen,4595,NAST,BOD,485,
Uhlerborn,5950,NAST,RNN,88,
Uhlstädt,13164,NAST,VMT,1306,
Uhsmannsdorf,13165,NAST,VON,447,
Uhyst,13166,NAST,VON,447,
Ulbersdorf,13168,NAST,VVO,1096,
Ulm-Donautal,5954,NAST,DIN,399,*
Ulm Hbf,170,HAST,DIN,"115,409,282,427,399",*
Ulm Ost,5952,NAST,DIN,115,*
Ulm-Söflingen,5955,NAST,DIN,399,*
Ulrichsbrücke-Füss,6753,NAST,VVT,79,
Ummendorf,5960,NAST,DIN,399,
Umrathshausen Ort,5962,NAST,MVV,318,
Unadingen,5963,NAST,RVF,21,
Undorf,5966,NAST,,314,
Unfriedsdorf,5967,NAST,VGN,145,
Ungedanken,5968,NAST,NVV,217,
Unkel,5970,NAST,VRS,124,
Unna,171,HAST,VRL,"691,234,155,235,236",
Unna-Königsborn,5971,NAST,VRL,691,
Unnau-Korb,5972,NAST,,257,
Unna West,3925,NAST,VRL,691,
Unsleben,5973,NAST,,343,
Unterammergau,5975,NAST,,125,
Unterasbach,5976,NAST,VGN,10,
Unteraschau,5977,NAST,,7,
Unterelchingen,5983,NAST,DIN,115,
Unterfahlheim,5984,NAST,,409,
Unterföhring,5986,NAST,MVV,264,*
Untergrainau,5987,NAST,,79,
Untergriesbach,5988,NAST,,96,
Untergriesheim,5989,NAST,HNV,278,
Untergrombach,5990,NAST,KVV,100,
Unterhaching,5991,NAST,MVV,264,*
Unterharmersbach,5992,NAST,TGO,206,
Unterhausen(Bay),5993,NAST,,415,
Unterheckenhofen,5995,NAST,VGN,6,
Unterjesingen Mitte,6002,NAST,NAL,470,*
Unterjesingen Sand.,6003,NAST,NAL,470,*
Unterkochen,5997,NAST,OAM,115,*
Unterlemnitz,10354,NAST,VMT,1049,
Unterlenningen,5998,NAST,VVS,282,
Unterlind,6000,NAST,VGN,113,
Unterloquitz,13171,NAST,VMT,138,
Unterlüß,6001,NAST,,382,
Untermaßfeld,13172,NAST,,5,
Untermaubach-Schlag,5953,NAST,,65,
Unteröwisheim,6004,NAST,KVV,108,
Unterrammingen,6007,NAST,,413,
Unterreichenbach,6008,NAST,VPE,524,
Unterrodach,6010,NAST,VGN,145,
Unterschleißheim,6688,NAST,MVV,264,
Unterschwaningen,6013,NAST,VGN,6,
Untersteinach(Bayr),6016,NAST,VGN,425,
Untersteinach(b St),6017,NAST,VGN,145,
Untertheres,6020,NAST,VGN,19,
Unterweißenbach,6023,NAST,,145,
Unterwellenborn,13174,NAST,VMT,1323,
Uphusum,6026,NAST,SHT,667,
Urbach(b Schorndorf),6030,NAST,VVS,553,
Urft,6032,NAST,VRS,450,
Urmersbach,6034,NAST,,222,
Urmitz Rheinbrücke,6036,NAST,VRM,222,
Urschalling,6037,NAST,MVV,318,
Urspring,6039,NAST,DIN,427,
Ürzig(DB),5945,NAST,VRT,296,
Usch-Zendscheid,5342,NAST,VRT,296,
Usingen,3449,NAST,RMV,380,
Uslar,6041,NAST,VSN,112,
Usseln,6043,NAST,NVV,161,
Uttenreuth,6047,NAST,VGN,146,
Utting,6048,NAST,,134,
Utzedel,13177,NAST,,1204,
Vach,6052,NAST,VGN,63,*
Vachdorf,13179,NAST,,5,
Vachendorf,6717,NAST,MVV,318,
Vahldorf,13180,NAST,MAR,1025,
Vaihingen(Enz),6053,AST,VVS,"162,190",
Vallendar,6054,NAST,VRM,135,
Varel(Oldb),6056,NAST,,416,
Vastorf,6058,NAST,HVV,392,
Vaterstetten,6059,NAST,MVV,264,
Vechelde,6060,NAST,VRB,89,
Vechta,6061,NAST,,42,
Vehlefanz,13183,NAST,VBB,1358,
Veilsdorf,13184,NAST,,1312,
Veitshöchheim,6065,NAST,VVM,17,
Vejprty(Gr),11101,NAST,,1361,
Velbert-Langenberg,3529,NAST,VRR,214,
Velbert-Neviges,4340,NAST,VRR,214,
Velbert-Nierenhof,4430,NAST,VRR,214,
Velbert Rosenhügel,6064,NAST,VRR,214,
Velden(b Hersbruck),6067,NAST,VGN,314,
Velgast,10355,NAST,,8,
Vellmar-Niedervellm.,4415,NAST,NVV,476,
Vellmar-Obervellmar,4597,NAST,NVV,476,
Vellmar-OsterbergEKZ,6068,NAST,NVV,476,
Velten(Mark),13185,NAST,VBB,1358,
Venlo(Gr),3155,NAST,,244,
Ventschow,13186,NAST,,1213,
Verden(Aller),6076,NAST,VBN,9,
Veringendorf,6074,NAST,NAL,399,
Veringenstadt,6075,NAST,NAL,399,
Verliehausen,6077,NAST,VSN,112,
Vernawahlshausen,6078,NAST,VSN,112,
Vet.-Jakobwüllesh.,6070,NAST,AVV,23,
Vetschau,13188,NAST,VBB,378,
Vettweiß,6079,NAST,AVV,23,
Viechtach,6080,NAST,WBV,107,
Viechtach Schule,6081,NAST,WBV,107,
Vienenburg,364,AST,VRB,"129,375,1020",
Vierkirchen-Esterhof,1922,NAST,MVV,264,
Viernau,13191,NAST,,45,
Viersen,174,NAST,VRR,694,
Vieselbach,13192,NAST,VMT,359,
Villingen(Schwarzw),366,NAST,VSB,206,*
Villingen-SchwennEis,356,NAST,VSB,206,*
Villingen-SchwennHam,393,NAST,VSB,206,*
Villmar,6083,NAST,RMV,51,
Vils,6752,NAST,VVT,79,
Vilsbiburg,6084,NAST,,93,
Vilseck,6085,NAST,VGN,569,
Vilshofen(Niederbay),6086,NAST,VLP,473,
Vinzelberg,13194,NAST,,1030,
Visselhövede,6090,NAST,VBN,9,
Vlotho,6091,NAST,OWL,75,
Voerde(Niederrhein),6098,NAST,VRR,168,
Vogelsang(Kr Oberh.),13198,NAST,VBB,316,
Vogelweh,6100,NAST,VRN,194,*
Vohburg,6101,NAST,,314,
Vohenstrauß,6102,NAST,,153,
Vöhl-Ederbringhaus.,1664,NAST,NVV,122,
Vöhl-Herzhausen,2802,NAST,NVV,122,
Vöhl-Schmittlotheim,5382,NAST,NVV,122,
Vöhl-Thalitter,6093,NAST,NVV,122,
Vöhringen,6094,NAST,DIN,409,
Vöhrum,6095,NAST,VRB,89,
Voigtsgrün,13201,NAST,VMS,403,
Voigtstedt,13202,NAST,,1067,
Völklingen,175,AST,SVV,"388,171",
Volkmarsen,6107,NAST,NVV,476,
Volkringhausen,6109,NAST,VRL,232,
Völksen/Eldagsen,1741,NAST,GVH,69,
Volpriehausen,6112,NAST,VSN,112,
Vorbach(Oberpf),6113,NAST,VGN,314,
Vorhop,6116,NAST,VRB,365,
Vormwald,6117,NAST,VGW,218,
Vormwald Dorf,6118,NAST,VGW,218,
Vorra(Pegnitz),6120,NAST,VGN,314,
Vorwohle,6122,NAST,VSN,112,
Wabern(Bz Kassel),368,NAST,NVV,217,
Wachenheim(Pfalz),6125,NAST,VRN,133,
Wächterhof,6131,NAST,MVV,264,
Wächtersbach,6132,NAST,RMV,343,
Wackershofen,6135,NAST,VSH,243,
Wadendorf,6128,NAST,VGN,423,
Waffenbrunn,6134,NAST,VLC,407,
Waghäusel,6137,NAST,VRN,74,
Waging,6138,NAST,,7,
Wahlbach (Kr Siegen),6139,NAST,,274,
Wahlen,6140,NAST,VRN,74,
Wahlitz,13205,NAST,MAR,94,
Wahlstedt,6149,NAST,SHT,495,
Wahlwies,6133,NAST,VHB,485,
Wahrenholz,6144,NAST,VRB,365,
Waiblingen,180,AST,VVS,"137,553,554",
Waibstadt,6143,NAST,VRN,131,
Waidhaus,6146,NAST,,153,
Waigolshausen,6147,NAST,,57,
Wakendorf,6148,NAST,SHT,495,
Walddrehna,13210,NAST,VBB,448,
Waldenburg(Württ),6154,NAST,HNV,243,
Waldershof,6155,NAST,VGN,113,
Waldfischbach,6156,NAST,VRN,253,
Waldhausen(b Geisl.),6150,NAST,DIN,427,
Waldhausen(b Schorn),6157,NAST,OAM,553,
Waldheim,10359,NAST,MDV,60,
Waldkirch,6159,NAST,RVF,29,
Waldkirchen(Erzgeb),13212,NAST,VMS,1361,
Waldkirchen(Nby),6160,NAST,,261,
Waldkraiburg-Kraib,6164,NAST,,264,
Waldmichelbach,6162,NAST,VRN,74,
Waldmünchen,6163,NAST,VLC,407,
Waldsassen,6165,NAST,VGN,153,
Waldshut,6167,NAST,WTV,330,
Waldthurn,6169,NAST,,153,
Walhausen(Saar),6170,NAST,SVV,381,
Walheim(Württ),6171,NAST,VVS,245,
Walkenried,6172,AST,VSN,"1319,366",
Walkertshofen,6174,NAST,AVV,413,
Wallau(Lahn),187,AST,RMV,"202,218",
Walldorf(Hess),6175,NAST,RMV,98,
Walldorf(Werra),13215,NAST,,5,
Walldürn,6176,NAST,VRN,157,*
Wallenfels,6179,NAST,VGN,145,
Wallenrod,6180,NAST,RMV,344,
Wallersdorf,6181,NAST,,265,
Wallerstein,6182,NAST,VGN,2,
Wallertheim,6183,NAST,RNN,156,
Walleshausen,6184,NAST,,310,
Wallhausen(Helme),13217,NAST,,1081,
Wallhausen(Württ),6145,NAST,VSH,346,
Wallwitz(Saalkr),13220,NAST,MDV,462,
Walpertskirchen,6190,NAST,,264,
Walporzheim,6191,NAST,VRM,32,
Walschleben,13221,NAST,VMT,358,
Walsleben,13222,NAST,VBB,1075,
Walsrode,6193,NAST,,104,
Waltenhofen,6195,NAST,,412,
Waltershausen,13223,NAST,VMT,327,
Waltershausen Schnep,13224,NAST,VMT,327,
Wandersleben,13226,NAST,VMT,484,
Wandlitz,13227,NAST,VBB,1034,
Wandlitzsee,13228,NAST,VBB,1034,
Wangen(Allgäu),6200,NAST,BOD,412,
Wangen(Unstrut),13240,NAST,MDV,1061,
Wanne-Eickel Hbf,192,HAST,VRR,"182,173,351",*
Wannweil,6203,NAST,NAL,547,
Wansleben am See,13230,NAST,,1042,
Warburg(Westf),196,HAST,HST,"128,340,476",
Waren(Müritz),10361,AST,,"395,367",
Warendorf,6206,NAST,VGM,463,
Warendorf-Einen-Müs,6207,NAST,VGM,463,
Warmbad,13235,NAST,VMS,1361,
Warmensteinach,6208,NAST,,425,
Warnemünde,13236,NAST,VVW,1211,*
Warnemünde Werft,13237,NAST,VVW,1211,*
Warnitz(Uckermark),13238,NAST,VBB,1122,
Warthausen,6212,NAST,DIN,399,
Wasbek,6213,NAST,SHT,500,
Wasenweiler,6215,NAST,RVF,29,
Wasseralfingen,6217,NAST,OAM,2,*
Wasserburg(Bodensee),6218,NAST,BOD,279,
Wasserburg(Günz),6219,NAST,,413,
Wasserburg(Inn)Bf,6220,NAST,MVV,264,
Wasserliesch,6222,NAST,VRT,186,
Wasserthaleben,13244,NAST,,358,
Wassertrüdingen,6223,NAST,VGN,6,
Wasserzell(b Eichst),6224,NAST,,314,
Waßmannsdorf,13241,NAST,VBB,1118,*
Wasungen,13245,NAST,,5,
Watenstedt,6225,NAST,VRB,123,
Wattenscheid,6226,NAST,VRR,183,*
Wattenscheid-Höntr.,6227,NAST,VRR,214,*
Watzelsteg,6228,NAST,VLC,407,
Watzenborn-Steinberg,6229,NAST,RMV,325,
Weckesheim,6232,NAST,RMV,325,
Weddel(Braunschw),6233,NAST,VRB,227,
Wedel(Holst),6236,NAST,HVV,488,*
Weener,6237,NAST,,689,
Weener(Gr),153,NAST,,689,
Weesenstein,13247,NAST,VVO,1113,
Weetzen,342,NAST,GVH,69,
Weeze,6240,NAST,VRR,141,
Wefensleben,13248,NAST,MAR,1101,
Wega,6241,NAST,NVV,217,
Wegberg,6243,NAST,,110,
Wegeleben,10364,NAST,,1054,
Wegenstedt,13250,NAST,MAR,1025,
Wegscheid(Niederbay),6245,NAST,VLP,96,
Wehdel,6248,NAST,VBN,126,
Wehr(Mosel),6252,NAST,VRT,186,
Wehr-Brennet,1174,NAST,WTV,330,
Wehretal-Reichens.,5003,NAST,NVV,293,
Wehrheim,3456,NAST,RMV,380,
Weibhausen,6255,NAST,,7,
Weichering,6256,NAST,,415,
Weickersdorf(Sachs),13253,NAST,VON,1115,
Weickersgrüben,6257,NAST,,343,
Weida,10365,NAST,VMT,268,*
Weida Altstadt,13254,NAST,VMT,268,*
Weida Mitte,13251,NAST,VMT,268,*
Weiden(Oberpf),204,AST,,"418,153,569,314",
Weidenbach,6258,NAST,,264,
Weidenberg,6259,NAST,VGN,425,
Weidenthal,6261,NAST,VRN,437,
Weiding,6264,NAST,VLC,407,
Weiherhammer,6266,NAST,,569,
Weiherhof,6267,NAST,VGN,52,
Weikersheim,6269,NAST,VRN,346,*
Weil am Rhein,6272,NAST,RVL,26,
Weil am Rhein-Garten,6276,NAST,RVL,26,
Weil am Rhein Ost,6273,NAST,RVL,26,
Weil am Rhein-Pfädl,6278,NAST,RVL,26,
Weilbach(Unterallg),6279,NAST,,413,
Weilbach(Unterfr),6274,NAST,VAB,157,
Weilburg,218,AST,RMV,"51,698",
Weil der Stadt,6271,NAST,VVS,3,
Weiler(Allgäu),6275,NAST,BOD,412,
Weiler(Rems),6277,NAST,VVS,553,
Weilerswist,6280,NAST,VRS,471,
Weilerswist-Derkum,1416,NAST,VRS,471,
Weilheim(Oberbay),220,HAST,,"134,136,91,125",
Weilheim(Württ),6281,NAST,TUT,206,
Weilimdorf,6268,NAST,VVS,137,*
Weimar,10366,AST,VMT,"359,1305,1306,398",*
Weimar Berkaer Bf,13256,NAST,VMT,1305,*
Weimar West,13266,NAST,VMT,1305,*
Weinböhla Hp,13267,NAST,VVO,363,
Weingarten(Baden),6287,NAST,KVV,100,
Weingarten Berg,6288,NAST,BOD,80,*
Weinheim(Bergstr)Hbf,377,NAST,VRN,74,
Weinheim-Lützels.,3792,NAST,VRN,74,
Weinheim-Sulzbach,6283,NAST,VRN,74,
Weinsberg,6289,NAST,HNV,243,*
Weinsberg West,6290,NAST,HNV,243,*
Weinsbg/Ellhofen Gew,6294,NAST,HNV,243,*
Weischlitz,10367,NAST,VVV,268,
Weisen,13258,NAST,VBB,1075,
Weisenbach,6291,NAST,KVV,188,
Weisenheim(Sand),6292,NAST,VRN,133,
Weißandt-Gölzau,13259,NAST,MDV,1027,
Weißdorf,6295,NAST,VGN,145,
Weißenau,6296,NAST,BOD,80,*
Weißenburg(Bay),6298,NAST,VGN,6,
Weißenfels,10368,AST,MDV,"1043,342,1038",
Weißenfels West,13261,NAST,MDV,342,
Weißenhorn,6299,NAST,DIN,409,
Weißenhorn-Eschach,6305,NAST,DIN,409,
Weißenohe,6300,NAST,VGN,146,
Weißenstadt,6301,NAST,VGN,145,
Weißenthurm,6303,NAST,VRM,222,
Weißwasser(Ol),10370,NAST,VON,447,
Weiterstadt,6306,NAST,RMV,98,
Weixdorf,13268,NAST,VVO,363,*
Weixdorf Bad,13269,NAST,VVO,363,*
Weizen,6308,NAST,WTV,330,
Weizern-Hopferau,6309,NAST,,59,
Welgesheim-Zotzenh.,6312,NAST,RNN,156,
Welkers,6313,NAST,RMV,16,
Wellen(Magdeburg),13271,NAST,MAR,1100,
Wellen(Mosel),6315,NAST,VRT,186,
Wellendorf,6316,NAST,,163,
Wellmitz,13272,NAST,VBB,449,
Welschen Ennest,6320,NAST,VGW,250,
Welschingen-Neuhaus.,6321,NAST,VHB,200,
Welver,6323,NAST,VRL,221,
Wemmetsweiler Rath.,378,NAST,SVV,158,
Wendisch Evern,6330,NAST,HVV,392,
Wendisch-Rietz,12855,NAST,VBB,1065,
Wendlingen(Neckar),6331,NAST,VVS,282,
Wennigsen(Deister),6336,NAST,GVH,69,
Wensickendorf,13278,NAST,VBB,1034,
Werbig,10371,NAST,VBB,1034,
Werdau,10372,HAST,VMS,"482,477",
Werdau Nord,13280,NAST,VMS,477,
Werder(Havel),10373,AST,VBB,"1184,1031",
Werdohl,6339,NAST,VRL,164,
Werdorf,6340,NAST,RMV,698,
Werl,6342,NAST,VRL,155,
Wernau(Neckar),6346,NAST,VVS,282,
Wernberg,6347,NAST,,418,
Werne a d Lippe,6348,NAST,VRL,460,
Werneuchen,13285,NAST,VBB,1034,
Wernfeld,6349,NAST,VVM,17,
Wernigerode Elmowerk,13286,NAST,,1020,
Wernigerode Hbf,10374,NAST,,1020,
Wernshausen,10375,HAST,,"5,45,1085",
Wertach-Haslach,6353,NAST,,79,
Wertheim,231,AST,VRN,"468,157",*
Wertheim-Bestenheid,6354,NAST,VRN,157,*
Werther,13291,NAST,,1318,
Wesel,242,AST,VRR,"354,168,143",
Wesel-Blumenkamp,1030,NAST,VRR,143,
Wesel Feldmark,6356,NAST,VRR,354,
Wesselburen,6357,NAST,SHT,22,
Wesseln,6358,NAST,,211,
Weßling(Oberbay),6359,NAST,MVV,91,
Westbarthausen,6360,NAST,OWL,163,
Westbevern,6361,NAST,VGM,458,
Westendorf,6363,NAST,AVV,413,
Westerburg,245,AST,,"320,257",
Westerham,6366,NAST,MVV,264,
Westerhausen,6367,NAST,,72,
Westerland(Sylt),6369,HAST,SHT,667,
Westerringen,6371,NAST,AVV,20,
Westerstede-Ocholt,4610,NAST,VBN,281,
Westerstetten,6373,NAST,DIN,427,
Westewitz-Hochweitz,13295,NAST,MDV,312,
Westhausen,6376,NAST,OAM,2,
Westheim(Schwab),6378,NAST,AVV,413,*
Westheim(Westf),6379,NAST,VRL,128,
Westheim-Langendorf,6380,NAST,,343,
Westönnen,6383,NAST,VRL,155,
Wettelsheim,6384,NAST,VGN,6,
Wetter(Hessen),6385,NAST,RMV,202,
Wetter(Ruhr),6386,NAST,VRR,205,
Wetterzeube,13297,NAST,MDV,1079,
Wetzlar,383,NAST,RMV,698,
Wickede(Ruhr),6389,NAST,VRL,260,
Wicklesgreuth,6390,NAST,VGN,10,
Wickrath,6391,NAST,VRR,299,*
Wiebelskirchen,6392,NAST,SVV,381,
Wiedergeltingen,6395,NAST,,413,
Wieren,6402,NAST,,365,
Wiesa(Erzgebirge),13310,NAST,VMS,1361,
Wiesau(Oberpf),6403,NAST,VGN,153,
Wiesbaden-Biebrich,288,AST,RMV,"51,394",*
Wiesbaden-Erbenheim,6407,NAST,RMV,51,*
Wiesbaden Hbf,250,HAST,RMV,51,*
Wiesbaden-Igstadt,6408,NAST,RMV,51,*
Wiesbaden Ost,6404,NAST,RMV,51,*
Wiesbaden-Schierst.,6409,NAST,RMV,394,*
Wiesenau,13305,NAST,VBB,449,
Wiesenburg(Mark),10376,NAST,VBB,1111,
Wiesenburg(Sachs),13307,NAST,VMS,179,
Wiesenfeld,6413,NAST,NVV,202,
Wiesenfeld(b Coburg),6414,NAST,VGN,357,
Wiesental,6417,NAST,VRN,74,
Wiesenthau,6418,NAST,VGN,679,
Wieslensdorf,6416,NAST,HNV,243,
Wiesloch-Walldorf,6421,NAST,VRN,428,
Wiesmühl(Alz),6423,NAST,,49,
Wiesthal,6426,NAST,VVM,118,
Wilburgstetten,6429,NAST,VGN,2,
Wilchingen-Hallau,6430,NAST,,330,
Wildau,11584,NAST,VBB,1118,
Wildberg(Württ),6432,NAST,VGC,266,
Wildeck-Bosserode,1106,NAST,,901,
Wildeck-Hönebach,2903,NAST,,901,
Wildeck-Obersuhl,4589,NAST,NVV,901,
Wildeshausen,6436,NAST,VBN,42,
Wildflecken,6437,NAST,,343,
Wildpoldsried,6438,NAST,,59,
Wilferdingen-Singen,6440,NAST,KVV,100,
Wilgartswiesen,6441,NAST,VRN,253,
Wilhelmsdorf,3451,NAST,RMV,380,
Wilhelmshaven,6445,NAST,,416,*
Wilhelmshorst,10378,NAST,VBB,1118,
Wilhelmshütte(Lahn),6446,NAST,RMV,202,
Wilhermsdorf,6448,NAST,VGN,57,
Wilhermsdorf Mitte,6447,NAST,VGN,57,
Wilischthal,13312,NAST,VMS,1361,
Wilkau-Haßlau,10379,NAST,VMS,179,*
Willebadessen,6449,NAST,HST,340,
Willingen,6453,NAST,NVV,161,
Willingen-Stryck,5762,NAST,NVV,161,
Willmenrod,6454,NAST,,320,
Willmering,6455,NAST,VLC,407,
Willsbach,6456,NAST,HNV,243,
Wilmersdorf(Angerm),13313,NAST,VBB,1122,
Wilnsdorf-Rudersdorf,5205,NAST,VGW,274,
Wilsenroth,6459,NAST,RMV,320,
Wilster,6460,NAST,HVV,493,
Wilthen,10380,NAST,VON,298,
Wiltingen(Saar),6461,NAST,VRT,186,
Wilzhofen,6462,NAST,,91,
Wincheringen,6463,NAST,VRT,186,
Winden(Pfalz),6468,NAST,KVV,198,
Windischeschenbach,6472,NAST,,153,
Windsbach,6473,NAST,VGN,10,
Windsfeld-Dittenheim,6474,NAST,VGN,6,
Wingerode,13315,NAST,,1321,
Wingst,6475,NAST,,34,
Winkelhaid,6476,NAST,VGN,314,
Winnenden,6479,NAST,VVS,554,
Winningen(Mosel),6481,NAST,VRM,296,
Winninghausen,6482,NAST,GVH,69,
Winnweiler,6483,NAST,VRN,437,
Winsen(Luhe),6484,NAST,HVV,43,
Winterbach(b Schorn),6485,NAST,VVS,553,
Winterberg(Westf),6486,NAST,VRL,260,
Winterhausen,6488,NAST,VVM,92,
Wintermoor,6489,NAST,HVV,41,
Wipperdorf,13318,NAST,,1318,
Wirges,6498,NAST,,321,
Wirtheim,6499,NAST,RMV,343,
Wismar,10381,NAST,,1212,
Wissembourg(fr),6504,NAST,KVV,198,
Wissen(Sieg),6501,NAST,VRM,271,
Wissingen,6503,NAST,,72,
Wittbräucke,6505,NAST,VRR,236,
Witten-Annen Nord,6510,NAST,VRR,240,*
Wittenberge,10382,HAST,VBB,"1075,1224,1229",
Wittenhagen,13322,NAST,,1204,
Witten Hbf,251,AST,VRR,"240,205",*
Wittgensdorf Mitte,13324,NAST,VMS,410,*
Wittgensdorf ob Bf,10383,NAST,VMS,410,*
Wittighausen,6517,NAST,VRN,92,
Wittingen,344,NAST,VRB,365,
Wittlich Hbf,379,NAST,VRT,296,
Wittmund,6520,NAST,,416,
